ID	Pop1.S001	Pop1.S002	Pop1.S005	Pop1.S006	Pop1.S007	Pop1.S008	Pop1.S012	Pop1.S013	Pop1.S020	Pop1.S023	Pop1.S030	Pop1.S031	Pop1.S034	Pop1.S035	Pop1.S040	Pop1.S041	Pop1.S042	Pop1.S073	Pop1.S189	Pop1.S190	Pop1.S191	Pop1.S192	Pop1.S193	Pop1.S194	Pop1.S197	Pop1.S203	Pop1.S204	Pop1.S205	Pop1.S206	Pop1.S207	Pop1.S208	Pop1.S211	Pop1.S213	Pop1.S230	Pop1.S231	Pop1.S252	Pop1.S253	Pop1.S254	Pop1.S255	Pop1.S256	Pop1.S264	Pop1.S265	Pop1.S284	Pop1.S286	Pop1.S289	Pop1.S290	Pop1.S291	Pop1.S383	Pop2.S009	Pop2.S017	Pop2.S019	Pop2.S021	Pop2.S022	Pop2.S025	Pop2.S026	Pop2.S038	Pop2.S067	Pop2.S078	Pop2.S080	Pop2.S081	Pop2.S082	Pop2.S083	Pop2.S093	Pop2.S103	Pop2.S104	Pop2.S119	Pop2.S138	Pop2.S139	Pop2.S151	Pop2.S174	Pop2.S177	Pop2.S179	Pop2.S180	Pop2.S220	Pop2.S227	Pop2.S236	Pop2.S237	Pop2.S238	Pop2.S239	Pop2.S240	Pop2.S241	Pop2.S242	Pop2.S293	Pop2.S335	Pop2.S339	Pop2.S360	Pop2.S362	Pop2.S365	Pop2.S368	Pop2.S380	Pop2.S385	Pop2.S386	Pop2.S387	Pop2.S391	Pop2.S392	Pop2.S393	Pop3.S004	Pop3.S028	Pop3.S029	Pop3.S036	Pop3.S037	Pop3.S039	Pop3.S043	Pop3.S044	Pop3.S045	Pop3.S046	Pop3.S047	Pop3.S048	Pop3.S049	Pop3.S050	Pop3.S051	Pop3.S053	Pop3.S054	Pop3.S057	Pop3.S059	Pop3.S061	Pop3.S065	Pop3.S066	Pop3.S069	Pop3.S075	Pop3.S087	Pop3.S088	Pop3.S091	Pop3.S092	Pop3.S094	Pop3.S096	Pop3.S097	Pop3.S099	Pop3.S102	Pop3.S106	Pop3.S111	Pop3.S115	Pop3.S116	Pop3.S121	Pop3.S122	Pop3.S123	Pop3.S124	Pop3.S125	Pop3.S127	Pop3.S128	Pop3.S129	Pop3.S130	Pop3.S133	Pop3.S134	Pop3.S140	Pop3.S141	Pop3.S148	Pop3.S152	Pop3.S155	Pop3.S157	Pop3.S158	Pop3.S164	Pop3.S165	Pop3.S167	Pop3.S168	Pop3.S169	Pop3.S170	Pop3.S201	Pop3.S202	Pop3.S217	Pop3.S249	Pop3.S257	Pop3.S267	Pop3.S287	Pop3.S309	Pop3.S312	Pop3.S319	Pop3.S320	Pop3.S321	Pop3.S324	Pop3.S327	Pop3.S328	Pop3.S330	Pop3.S331	Pop3.S334	Pop3.S341	Pop3.S344	Pop3.S346	Pop3.S347	Pop3.S349	Pop3.S350	Pop3.S353	Pop3.S354	Pop3.S356	Pop3.S358	Pop3.S359	Pop3.S370	Pop3.S371	Pop3.S375	Pop3.S377	Pop3.S378	Pop3.S379	
02d06	1.83887972496430e-06	1.05824844911683e-06	-5.50357548519908e-06	1.59529122244549e-05	-1.31853392999605e-05	1.61486634984595e-06	-1.10950196068722e-05	6.8150950595729e-07	9.74832588806641e-06	1.37942776363328e-05	-1.72365434747170e-05	6.32798398844828e-06	1.46157452277823e-05	-3.57148551382085e-06	-6.99304008856339e-06	3.80692770704585e-06	-1.88043590262512e-05	1.64786927402001e-05	1.77086193114500e-05	-1.66899555269610e-05	2.45741586200866e-06	9.95682684704552e-06	-9.45335749536649e-06	3.06360902357568e-05	1.50425233598782e-05	1.78769604954849e-05	1.87142768967876e-05	-3.90118280425625e-06	-1.84116104058901e-05	-1.49085207842274e-05	2.71133138798147e-06	1.38003749027833e-05	-6.40743078663875e-06	7.40884625352837e-06	5.40491494350076e-06	1.77607698459159e-05	1.23923572339104e-05	-1.23830096144216e-05	-1.63915041927230e-05	-1.76381488144378e-05	1.89593879971632e-05	-6.34092913009157e-06	7.01065445318741e-06	-1.80812855157981e-05	8.90231208875677e-06	-4.2765829060222e-06	7.71647345274602e-06	1.96283238101729e-05	-1.72988449409585e-05	5.78823842108186e-06	-1.84951873123625e-05	9.0123718418171e-06	-4.00279717519835e-06	-1.05781296733755e-05	-1.54238046333177e-05	6.39206811538441e-06	2.98791233450141e-06	1.96613089460858e-05	7.21263896673838e-06	4.08532716735227e-05	-1.93657834827879e-05	-6.29510416649213e-06	-8.61918946728015e-06	-1.81683701090495e-05	-1.70343251619469e-05	1.91016387101242e-05	8.84397914633057e-07	6.45855737876424e-05	-1.56861390825344e-05	8.00278092734428e-06	1.63266442064178e-05	3.09237884357538e-06	-6.1235382780426e-06	-1.48822173755600e-05	-7.52439791336573e-06	-1.45349320117368e-05	7.09808242507201e-06	1.23942217230783e-05	-1.91738900262841e-05	1.91944091580787e-05	-1.61228202376497e-05	-3.06185808032717e-06	1.17299637291568e-05	1.13314073439675e-05	1.63015219103527e-05	-1.98264130949952e-05	-5.54555784910856e-06	-1.25813489314155e-05	6.76846578717157e-06	-8.16602199338287e-06	5.78026014380093e-06	-1.64528926089388e-05	-1.38783592358216e-05	1.77077941969018e-05	-9.62321047671033e-06	-1.04947634879488e-05	-1.79939431883375e-05	-1.76733024604599e-05	-7.67488754354333e-06	1.75656772870551e-05	-6.61450329236613e-06	-1.97689788136610e-05	6.12016584724121e-06	1.55708507355285e-05	4.79900724254496e-06	-6.27527724951437e-06	-5.51004871725975e-06	2.93899261392621e-06	-1.75736841466258e-05	1.35781630780533e-05	-1.91733936127254e-05	1.88956144545206e-05	-4.1250932309772e-06	5.27193701825978e-06	6.61724786274062e-06	-1.36044551897779e-05	-8.1788101606062e-06	1.28428074065582e-05	-8.71876755729222e-06	-1.51643811631931e-05	-1.37843988183871e-05	6.04276233352654e-06	5.66315557807634e-08	1.58359086513502e-05	-6.39724791049887e-06	-1.26910913083688e-05	-1.18526059947895e-05	3.90763767063586e-08	-1.46418912336214e-06	-1.53956885263307e-05	9.85574405640255e-07	1.86363699287156e-05	8.52171720005478e-06	-1.08512134477484e-05	-1.80427004490028e-05	1.71459058113377e-05	-1.79956799000482e-05	3.86126279001261e-05	-1.50748985633237e-05	-1.12060819566238e-05	8.77943420782588e-07	-9.27883710712092e-06	1.98461874667533e-05	-1.97054852638372e-05	-7.698709620162e-06	-7.38988358527341e-06	-8.53666639886702e-06	-1.17581040598439e-06	-3.32496482878887e-07	-1.84257071837763e-05	-7.25813162512997e-06	-1.21299075148986e-05	-1.10995799116778e-05	3.49198179319461e-07	-1.21005447208868e-05	-8.09771873988122e-06	-1.90197915397564e-05	1.51408803183569e-05	1.14086401741939e-05	-5.74752420186933e-06	6.70315865427183e-07	1.04636849928636e-05	1.29968196153627e-06	3.63434457220097e-06	-1.14845338091242e-05	6.49184221401739e-06	1.89553964976200e-05	-3.04866488091614e-06	6.8885772209607e-06	-2.8627824038264e-06	-8.2664519920936e-06	1.42806461546554e-05	1.46563058067097e-05	-1.17580725811409e-05	1.32434276863918e-06	6.64356924593376e-06	7.59690265171146e-06	1.07169541250903e-05	1.56679080054147e-05	1.78524293564240e-05	1.75930612534265e-05	1.65810826327633e-05	-5.54010125808357e-06	3.85920479893642e-07	-1.89937688410260e-07	1.69215955119561e-05	1.90436860360184e-05	-1.68994308169913e-05	4.11392457783177e-06	-9.32333695702152e-06	1.55796360690130e-05	9.23763908445733e-06
115	-1.52690889406932e-05	8.09186322614462e-06	-1.38735548499956e-05	5.48590413294672e-06	-1.72258330136519e-05	4.56111337989518e-07	-8.14541212282985e-06	1.81340522319058e-05	4.66480677947351e-06	1.68471068143826e-05	4.32107214815867e-06	1.09716070815909e-05	-2.12664625607408e-06	-2.57825675420435e-06	-1.66283629834634e-05	-1.13244169577944e-05	1.74097909405808e-05	1.47915576770885e-05	-1.32214207202182e-06	-5.37567167542816e-06	-7.92747933417471e-06	0.000114091446143962	0.000142126440791399	1.05719735380251e-05	-5.17105450853648e-07	1.31508142407969e-05	1.08380463626224e-05	1.93880419433096e-05	1.83455010969172e-05	-9.42982719279722e-06	1.80077734123896e-05	1.39452357310786e-05	-2.87091623060374e-06	1.92245985381284e-05	1.92751693539300e-05	5.53864697623889e-05	-1.17095024418073e-05	8.44217215664592e-06	-2.31719575822327e-07	3.54247689247094e-07	9.3180029466738e-06	1.84047388192246e-05	1.48856378626062e-05	1.26519248541431e-05	-1.86741837859133e-05	3.42744214460216e-06	3.57541605830153e-06	1.75468822941165e-05	-1.95704082678982e-05	9.62350967340065e-06	7.7619940321884e-06	9.3868728064613e-05	7.82964993268165e-07	-1.52365764603002e-05	-6.62003962322997e-06	-1.13561656698572e-05	1.37298326287403e-05	1.27256530150757e-05	1.62651224806887e-05	9.69065622426463e-06	1.32380313705638e-05	-1.2819043025373e-05	-1.87544047832468e-06	-5.14804624020997e-06	-1.48498313501461e-07	9.36550498008625e-06	-9.8786715604354e-06	6.03296928107672e-06	-1.70303260255586e-05	6.96893544867558e-06	-1.58575691375864e-05	-2.54667524248334e-06	-1.30799669772372e-05	1.52252118010057e-05	7.77984728392767e-05	-5.22984685376229e-06	-1.76300147548298e-06	-1.93631867226192e-05	6.47749679163027e-06	-1.82725395448486e-05	6.91876941360457e-06	-5.14240422286037e-06	-5.25802832096757e-06	-1.05450467392791e-05	-7.19867913983683e-06	6.22367083094946e-06	1.77461317554097e-05	1.80352061986903e-05	7.87874160334381e-06	-2.82981701195209e-06	-1.97833938151576e-05	-4.69230745918997e-06	-1.48606844246371e-05	1.84639234561453e-05	-1.89791780058274e-05	-2.66485925763816e-06	2.50367867760333e-06	-1.81545513775180e-05	-1.36331206932649e-05	-4.14576672017529e-06	1.53006822802110e-05	-6.12906735390357e-06	-5.25701791047992e-06	-1.03399996645737e-05	6.88494156304127e-05	6.22837983071736e-06	-1.28220650553689e-05	-1.8272278169168e-05	3.79082647152203e-06	3.57016345486006e-06	7.62941855937158e-06	-8.80694269202553e-06	1.24289784580454e-07	-8.36269893683401e-06	3.78944362513679e-06	1.77706589456628e-05	5.02646554605042e-05	-4.21390694566025e-06	1.60669801291061e-05	-1.89828856103101e-05	-1.31049479637281e-05	1.68376579415035e-05	-5.04477752780326e-06	-3.73921053484041e-06	-4.9978132359678e-06	-1.71016284171473e-05	1.31014567054794e-05	-1.63620759546739e-05	1.31183221936211e-05	-9.89394677802812e-06	1.20435569155948e-05	1.82179528102259e-05	1.9244975587351e-05	-1.24426003452377e-05	1.70589650049787e-06	1.00465130060900e-05	3.98257023656957e-05	1.63497137743962e-05	8.61342828720715e-07	1.30680741742239e-05	-7.61261112056589e-06	1.02085689175863e-05	5.88900601491267e-06	3.3424863032993e-06	7.46630907989956e-06	-5.39116586558461e-06	-1.21446229703711e-05	-7.40028395317413e-06	0.000936333917366081	1.87953460402766e-05	-1.21194169763462e-05	0.000334916510403359	2.2702993266282e-06	-8.46688812598493e-06	-4.36619449406814e-06	2.61823820186692e-05	-2.20097692683315e-06	1.24530479591326e-05	-1.19182744249688e-05	-6.51062608696449e-06	-1.79027336556445e-05	-1.21607878990458e-05	1.22603266965584e-05	-1.95830425713190e-05	1.13936113379883e-05	4.32164909318042e-06	-8.78603392280542e-06	-1.07949464581895e-05	-1.88012248370776e-05	4.79484656874223e-05	1.13655477110284e-05	1.04364282265294e-05	1.18873189203428e-05	-3.47707112319729e-06	-1.96445794403531e-05	-1.58479512948525e-05	-1.57031701505167e-05	-8.94600396044454e-06	-4.16917246766343e-06	-1.68495892826449e-05	1.37563760671749e-05	-6.09248692169719e-06	0.000112739466420913	1.04919841978687e-05	8.19430956616908e-06	-1.73400536924582e-05	-4.60731331258972e-08	1.47199193015679e-07	-1.19219059217708e-05	5.76835349202092e-07	1.73870074190180e-05	4.12944991141512e-06
Abiotrophia	-4.36146795749616e-06	-1.21027718856917e-05	1.59932954888773e-05	-2.63697811402351e-06	-1.96159858629086e-05	-1.63030662294459e-05	-1.35055073164389e-05	-7.77066417969678e-06	-4.01178319007115e-07	-1.90709602087715e-05	-8.3339854236683e-06	4.89501280710047e-06	-1.97776976600268e-05	-1.63047935813647e-06	-7.57649050094104e-06	2.60977744124801e-06	-7.60060131549752e-06	-2.09288916550554e-06	-1.93712703417965e-05	-9.12579041905601e-06	-1.69863149058055e-05	-9.35606299899416e-06	4.74160246550985e-06	1.34773857239619e-05	-1.71624056715499e-05	1.20848108082996e-06	1.61520223319513e-05	-4.58711567334780e-06	-9.8496775981028e-06	1.98235264606752e-05	3.98284339345948e-06	-7.19555054791192e-06	-1.49457496963425e-05	-1.14133342448609e-05	1.59810144454223e-06	4.04717473313168e-06	-1.32064298912868e-05	-7.86362165585074e-06	1.42574092373236e-06	-9.82851286418628e-06	6.47174494340945e-06	6.45779092796076e-06	-1.11582332197564e-05	-2.18494003638601e-06	-1.67867672443371e-05	-6.96042152121587e-06	1.96545804291942e-05	8.4324461687347e-06	-1.56259007099999e-05	1.70574505813401e-06	1.42199572175726e-06	-1.96457991935291e-05	-1.37474052607998e-06	-1.27430339064435e-05	-1.63476708903891e-05	-1.81142540369163e-05	2.3058617766944e-06	6.61541351117121e-06	1.78031497914324e-05	-1.42477695643886e-05	1.66224182210844e-05	2.39912286400769e-06	2.09827759825411e-05	-1.31830539740608e-05	-8.58359434641803e-06	-1.25397901982055e-05	1.65809939149749e-05	-1.77611906267683e-05	6.55665490776228e-07	-1.38999356795087e-05	4.11498158238783e-06	1.10016916878509e-06	-1.23380834888653e-05	5.83485558628972e-06	-1.01156005449582e-05	4.59760628640601e-06	1.40197105053797e-05	1.50892458204163e-05	-9.71026906743539e-06	-1.10129883792239e-05	-1.62793857045454e-06	-1.76068119145910e-05	-1.19452613312738e-05	-1.01544626988460e-06	1.08203799091268e-05	1.28070531040416e-05	-1.09140221215773e-05	-1.82262648083250e-05	-1.24817275721566e-05	-4.84644644893653e-06	1.71167743951063e-05	1.92043382860699e-05	-1.47336874622835e-05	-7.05195312388164e-06	1.93173668347278e-06	5.69463193416533e-06	1.10972469393152e-05	8.28447210602371e-06	9.66914615593744e-06	-1.37578401062622e-05	-5.45412674546182e-06	-9.30615852586823e-06	1.11686970572906e-05	-6.75226837396547e-06	1.05781129375088e-05	1.8585771927608e-05	-1.22333420440542e-07	-1.12278233375388e-05	1.83347260113785e-05	3.41749144718013e-06	1.46472492534651e-05	1.59056796785426e-05	-3.26149749569559e-06	8.36485344916489e-07	3.94763647578613e-06	-6.88297841697856e-07	-1.41787829995140e-05	8.45465476624575e-06	-8.3949837926766e-06	-9.74700402468336e-06	1.99954713042803e-05	-1.21172435954200e-05	1.39760061260297e-05	1.99074166454353e-05	8.92145805992088e-06	-7.29525659233251e-06	1.54487330652756e-05	-7.53895081579602e-06	1.78337148763220e-05	4.0564348828043e-06	4.63720889761993e-06	-1.08903820626426e-06	-7.43991148658015e-06	2.57631631568046e-06	4.93511281907504e-06	1.34650407824650e-05	-1.43495689053073e-05	-5.78096909448441e-06	1.33209732826784e-05	3.00388207659092e-06	1.30637007486061e-05	1.03702859207976e-05	2.03350191004552e-06	1.79936184920351e-05	-2.85921087488499e-07	6.0700414516025e-06	4.12278745323374e-06	3.0233656428751e-06	-6.4485237840556e-06	1.22996387444423e-05	1.83480814658085e-05	-1.29537868872271e-05	1.12265431042748e-05	-7.22912489436487e-06	-1.92970293015220e-05	-1.85811356920729e-05	-1.951462510973e-05	-1.37438766565159e-05	-1.25266290176646e-05	-1.84110266156474e-05	2.30007638223444e-06	1.71634398959558e-05	1.49468641076221e-05	1.64852495025825e-05	1.91179590299704e-06	1.18016153946506e-05	-1.99925305694320e-05	-7.51096172258175e-06	5.48770147375702e-06	-1.23801954649375e-05	5.25431127287389e-06	1.57218097243441e-05	1.48478818032874e-05	-1.16611629910754e-05	-1.22233554255204e-05	1.45787709392591e-06	1.44544764887526e-05	-1.47996631544067e-05	2.46741171926233e-06	-1.40224766638115e-05	-1.56288693752123e-05	-1.69153614900988e-06	-4.69126779586025e-06	4.69582827761718e-06	-1.23873368091868e-05	-2.02317316085078e-06	3.85864691808777e-06	-1.26776964962469e-05	4.23361469060136e-06	1.74901116732489e-05	1.48271577712132e-05	6.89320370554848e-06
Acholeplasma	-4.00090922601477e-06	1.9064237801356e-05	2.12564016848503e-05	1.92039571609327e-05	-1.99670679029055e-05	7.69161892123436e-06	-3.9929709024723e-06	1.28219159226850e-05	1.22565200179802e-05	-5.4896103311324e-06	-5.77463624067541e-06	-1.90615929942557e-05	4.08271292224481e-06	1.21341760270284e-06	6.46065774373639e-06	2.97819404862788e-06	1.81147816497813e-05	-7.90712805464777e-07	1.55949975736422e-05	-7.86142312921497e-06	-1.78900847956519e-05	5.49499353393852e-06	-5.62624835409162e-06	-1.48961493838562e-05	5.7246478181326e-06	-1.72332006599735e-05	1.91296860948184e-05	-1.38841699250027e-05	7.62630902230656e-06	-1.44373855181022e-05	1.73442579805832e-05	-3.85914874263065e-06	8.49472396075632e-06	5.75042041018541e-07	1.0561935584991e-05	3.89105856453933e-05	8.20972146466284e-06	1.81196594610790e-06	-1.49810389708711e-05	4.28876801393879e-06	-1.87618126813302e-05	1.37519032321855e-05	-1.44065035320803e-05	5.52199192345082e-06	-1.57239725626988e-05	-1.58915155194682e-05	-1.71218167990427e-05	1.19273083377616e-05	1.46644169464691e-06	-1.18829196318971e-05	-3.84472496807534e-07	-3.5070340242233e-06	5.65883992239769e-07	1.70573385432344e-05	-1.93194549065062e-05	-1.87307121045867e-05	-1.73817144706826e-06	7.76523158885453e-06	-1.74253656528871e-06	-7.26999347098092e-06	7.09787976927977e-06	-6.44379000179399e-06	7.11282164789658e-06	1.71029128972422e-05	-5.49058092757999e-06	1.1166699696331e-05	1.81084460113178e-05	4.77208280935832e-07	-1.83070796914379e-05	-1.56891874689592e-05	-1.99943242408313e-05	-6.02722577750616e-06	7.36963820643642e-06	1.66448919661325e-05	1.60274405125511e-05	1.56747457571310e-05	-2.95834542252091e-06	-1.62953835166973e-05	-5.24641904048564e-06	-6.46906470879841e-06	8.2458646595469e-06	1.93626358173766e-06	-1.99211392551639e-06	1.34867963567361e-05	-1.95700861606725e-05	-1.90200030337998e-05	1.64109842758608e-05	-2.78514478355615e-06	9.36899827793138e-07	6.05930745601587e-06	-1.26896438747630e-05	8.70219188742244e-06	-8.61967922188247e-06	-1.42338580824419e-05	-1.31438267882899e-05	-1.28463340923176e-05	-1.16587556153523e-05	-1.05210821609933e-05	-2.47805124148699e-06	-9.0323474816968e-06	-1.46388559043391e-05	6.79743818007335e-06	1.00571366026987e-05	-1.14830551668989e-06	-4.95017297565883e-06	9.70676660537613e-06	1.00965321995307e-05	1.24796405620859e-05	8.02857177331955e-06	2.26393706165229e-06	-1.43112976104005e-06	1.84974559955279e-05	-8.92632196657261e-06	4.94910428300446e-06	1.68593665584903e-05	-3.16100743599201e-06	1.1034445883705e-05	-1.95508942473658e-05	1.92231371253708e-05	-2.26996365003263e-06	1.99529642425456e-05	1.07501112110901e-05	1.86772563122192e-05	-1.49809322040512e-05	6.61727426573561e-06	1.63108333852124e-05	1.73079757112991e-05	1.84609218374087e-05	-1.54341094940884e-05	-8.06208486668677e-06	-1.05416108109045e-05	1.28429481945918e-05	-3.38072291575335e-06	1.88128204178044e-05	7.67484361305748e-06	1.37947296351179e-05	8.48529823124314e-07	7.41716211661615e-06	-1.29676182754324e-05	-8.62340324558223e-06	-1.55933897942287e-05	-1.79830920509974e-05	-6.2254141829901e-06	1.50546257104708e-05	-1.17567144334303e-05	-1.47548931092008e-05	-4.5576564874495e-06	9.63767841458215e-06	-1.30195017531500e-05	-1.66171985212695e-05	-1.78433978278170e-05	9.99607267789433e-06	-6.87866184860392e-06	-8.77952658571206e-06	-5.99657614715331e-06	-1.73862769454699e-05	-1.51172397285683e-05	4.40819846466135e-06	-2.00178506784119e-06	-2.53317488357397e-06	2.88870260119408e-07	4.61518949828991e-06	-2.06289544701554e-06	-4.59908760152707e-06	4.53263460658441e-06	1.58883454743755e-05	7.83047433942471e-07	9.80959322303426e-06	-1.48919560201450e-05	4.80216831900127e-06	5.40075185708642e-06	-9.32752246968346e-06	-8.75787491910063e-06	-5.27039566077234e-06	2.94970214366880e-06	-1.04946621693659e-05	8.42653858475294e-06	6.84235338121577e-06	-6.24746981076827e-06	6.18015405721895e-06	3.4168772120025e-06	5.27892442420067e-06	8.08410685509354e-06	-1.14480195660131e-05	-1.29275889415280e-05	1.49682565964742e-05	1.51251294184459e-05	-8.32143581472246e-06	5.22153079509676e-07	1.69644565600883e-05	-4.1797510068859e-06	-6.0712093021714e-06
Achromobacter	-6.24763593077603e-08	-2.64006009325356e-06	9.17302343062956e-06	1.52545770257695e-05	2.29778252541995e-07	-7.81056135892784e-07	-1.27512403391288e-05	4.93821953423267e-06	-6.61623727530168e-06	1.85337238013724e-06	-1.33784027677015e-05	1.59289368521405e-05	-1.82440290413777e-05	-1.43489722162469e-05	3.33382341079377e-06	-9.8208423983295e-06	7.29614248499194e-06	-4.43728730082463e-06	1.19486559927450e-05	-1.98041065223493e-05	1.73633022978883e-05	-2.55070952698561e-07	-1.02726670540858e-05	6.87628824263736e-06	1.6735648578031e-05	-1.91431587282547e-05	-3.25721838511491e-06	-1.60079782363010e-05	1.81841646600495e-05	-7.40059309638955e-06	-1.04589213989664e-05	-1.95672759693094e-05	-5.27807822450937e-06	1.11718821804958e-05	1.64602719806117e-05	-1.50619037449343e-06	-5.54087301716147e-06	-1.34597390424445e-05	1.92451404686996e-05	-6.18350819684497e-06	1.10558049008238e-05	-1.37294807098791e-05	6.24703876674105e-07	-5.34276402555347e-06	6.04872438125246e-06	1.02682918868948e-05	-1.35171338263884e-05	-1.821566772647e-05	-4.57399708218822e-06	-1.05750620830792e-05	1.86843325197676e-05	-9.89674175158034e-06	5.72625172324416e-06	-8.81434403359793e-06	-1.00968835875381e-05	-4.30330259725404e-06	-1.46265170630051e-05	9.7430076543231e-06	-1.16391299478697e-05	-1.98636812157907e-06	-6.41214647330273e-06	-3.94482559524433e-06	-1.97693366650470e-05	2.06826003053901e-05	2.31930082663868e-06	-1.60739221330714e-05	1.88643551431576e-05	1.62633622717094e-05	1.70557329803686e-05	8.75001827254795e-06	5.72134707122978e-06	-3.22353892028296e-06	-4.32551811449182e-06	-1.27265931107090e-06	1.62820360437018e-05	-1.34593631699666e-05	1.11857649125146e-05	-6.94794764742179e-06	-1.58057851623726e-05	5.90936325788195e-05	-1.31375932320938e-05	1.99345293175407e-05	-1.49729746859504e-05	-1.90724002011099e-05	1.04267954640079e-05	1.53203163947893e-05	-3.77866940572816e-06	1.77595292776804e-05	-1.76524626743029e-05	6.15822898223929e-06	-2.42986018769416e-06	3.00799816139589e-05	-1.55676831770671e-05	-1.25329089071588e-05	1.21410157531487e-06	7.10811344906609e-07	-1.52606759313477e-05	-3.92069681547539e-06	6.12263171002201e-06	-1.60689594782871e-05	8.39816763996985e-06	-5.58282818645177e-06	3.8592179957773e-06	1.69242389034461e-05	2.05703856423475e-06	-3.1015480868515e-07	7.7392688952378e-07	9.91550841368626e-06	9.67725241556657e-06	-3.58580879867038e-06	1.45276045426710e-06	1.59936350238602e-05	-1.98851798474767e-05	3.98535902611867e-06	-1.84282463975230e-05	1.10324331372964e-05	-1.11342827323812e-05	6.93673254759311e-05	8.3895023167124e-06	-1.56638049893064e-05	4.88388058729416e-06	4.92168660275584e-06	1.52417297475023e-05	-1.29878743737922e-05	1.11281861923623e-05	-1.35558176413164e-05	3.60834867693444e-06	-1.98095146194079e-05	1.10655067302274e-05	-2.61327104642958e-06	-1.00601569376875e-05	6.03974358178609e-06	-1.65741712227445e-05	1.42705040890708e-05	-3.87155934236901e-06	1.73011596593987e-05	1.5657010059802e-05	-8.4330035280427e-06	4.44333581253837e-06	-1.59503693692369e-05	1.77808978129159e-05	1.17526898533093e-05	-1.70923631638270e-05	-1.22286940924810e-06	-9.00689372792742e-07	6.35769865475525e-06	-6.76887352019474e-07	8.34149080328552e-06	6.72909208573327e-06	-1.04330026917148e-05	7.95790622942062e-06	4.36154277063858e-06	1.08347539603698e-05	1.72411444131266e-05	-1.89066904690096e-05	4.31738518178416e-06	1.97782035171964e-05	-9.2123891506334e-06	1.47971105482413e-05	2.11053100414551e-06	1.86621111351976e-05	-6.26266105100444e-06	-5.41989446617603e-06	-1.88794273138026e-05	-4.23205334693147e-06	-1.65028462838363e-05	5.97312569618159e-06	-8.10791560448617e-06	1.47453193087115e-05	1.04377313423890e-05	1.63981818687153e-05	1.11953282728779e-06	5.81052933819528e-06	8.9085016399612e-07	2.60851968079777e-06	1.08888391405331e-07	-7.44914763607003e-06	2.61896112002404e-06	-1.52893077488972e-05	1.97376243770101e-05	1.68371815234403e-07	1.79574614670108e-05	-7.84343017265114e-06	1.00093660410483e-05	1.64334404282254e-06	6.91067064180893e-07	1.39732817094758e-05	1.11279733013349e-05	-1.19714537728565e-05	-4.18060561642005e-06	-1.2996039120479e-05	-6.9129221234463e-06
